Year,State Name,Dist Name,BARLEY HARVEST PRICE (Rs per Quintal),FINGER MILLET HARVEST PRICE (Rs per Quintal),MAIZE HARVEST PRICE (Rs per Quintal),SORGHUM HARVEST PRICE (Rs per Quintal),PADDY HARVEST PRICE (Rs per Quintal),WHEAT HARVEST PRICE (Rs per Quintal)
2014,Chhattisgarh,Surguja,-1.0,-1.0,1300.0,-1.0,1300.0,2375.0
2015,Chhattisgarh,Surguja,-1.0,-1.0,1280.0,-1.0,1367.0,2400.0
2016,Chhattisgarh,Surguja,2468.0,3622.0,2000.0,1831.5,1370.0,2009.0
1966,Madhya Pradesh,Jabalpur,-1.0,-1.0,85.4,-1.0,-1.0,-1.0
1967,Madhya Pradesh,Jabalpur,-1.0,-1.0,78.3,-1.0,-1.0,93.8
1968,Madhya Pradesh,Jabalpur,-1.0,-1.0,56.4,-1.0,-1.0,84.2
1969,Madhya Pradesh,Jabalpur,-1.0,-1.0,78.0,-1.0,-1.0,91.5
1970,Madhya Pradesh,Jabalpur,-1.0,-1.0,43.7,-1.0,-1.0,77.7
1971,Madhya Pradesh,Jabalpur,-1.0,-1.0,47.6,-1.0,-1.0,86.7
1972,Madhya Pradesh,Jabalpur,93.8,-1.0,70.3,-1.0,-1.0,101.0
1973,Madhya Pradesh,Jabalpur,-1.0,-1.0,92.7,-1.0,-1.0,159.1
1974,Madhya Pradesh,Jabalpur,-1.0,-1.0,173.8,-1.0,-1.0,177.4
1975,Madhya Pradesh,Jabalpur,80.0,-1.0,99.0,-1.0,-1.0,113.6
1976,Madhya Pradesh,Jabalpur,130.2,-1.0,72.7,-1.0,-1.0,135.2
1977,Madhya Pradesh,Jabalpur,-1.0,-1.0,115.5,-1.0,-1.0,145.1
1978,Madhya Pradesh,Jabalpur,-1.0,-1.0,85.5,94.3,-1.0,125.1
1979,Madhya Pradesh,Jabalpur,-1.0,-1.0,133.0,122.7,128.6,172.5
1980,Madhya Pradesh,Jabalpur,-1.0,-1.0,134.9,130.4,92.5,173.2
1981,Madhya Pradesh,Jabalpur,-1.0,-1.0,133.3,128.2,117.0,170.9
1982,Madhya Pradesh,Jabalpur,-1.0,-1.0,143.8,151.9,130.0,215.7
1983,Madhya Pradesh,Jabalpur,-1.0,-1.0,153.1,136.5,-1.0,194.9
1984,Madhya Pradesh,Jabalpur,-1.0,-1.0,115.0,129.2,-1.0,175.3
1985,Madhya Pradesh,Jabalpur,-1.0,-1.0,155.5,170.1,-1.0,212.6
1986,Madhya Pradesh,Jabalpur,-1.0,-1.0,163.1,160.1,-1.0,208.3
1987,Madhya Pradesh,Jabalpur,-1.0,-1.0,172.1,151.0,-1.0,237.1
1988,Madhya Pradesh,Jabalpur,-1.0,-1.0,174.1,194.1,-1.0,310.5
1989,Madhya Pradesh,Jabalpur,-1.0,-1.0,188.3,182.0,-1.0,287.5
1990,Madhya Pradesh,Jabalpur,-1.0,-1.0,191.0,244.0,193.0,321.0
1991,Madhya Pradesh,Jabalpur,-1.0,-1.0,235.0,392.0,288.0,425.0
1992,Madhya Pradesh,Jabalpur,-1.0,-1.0,287.0,253.0,294.0,391.0
1993,Madhya Pradesh,Jabalpur,-1.0,-1.0,267.0,333.0,325.0,466.0
1994,Madhya Pradesh,Jabalpur,-1.0,-1.0,364.0,402.0,384.0,430.0
1995,Madhya Pradesh,Jabalpur,342.0,464.0,548.0,378.0,471.0,455.0
1996,Madhya Pradesh,Jabalpur,-1.0,-1.0,437.0,474.0,-1.0,593.0
1997,Madhya Pradesh,Jabalpur,430.0,559.0,399.0,485.0,418.0,539.0
1998,Madhya Pradesh,Jabalpur,-1.0,-1.0,439.0,494.0,-1.0,589.0
1999,Madhya Pradesh,Jabalpur,-1.0,-1.0,503.0,495.0,-1.0,668.0
2000,Madhya Pradesh,Jabalpur,-1.0,-1.0,423.0,437.0,469.0,551.0
2001,Madhya Pradesh,Jabalpur,-1.0,-1.0,410.0,454.0,497.0,682.0
2002,Madhya Pradesh,Jabalpur,-1.0,-1.0,451.0,484.0,498.0,653.0
2003,Madhya Pradesh,Jabalpur,-1.0,-1.0,467.0,489.0,507.0,638.0
2004,Madhya Pradesh,Jabalpur,-1.0,-1.0,471.0,498.0,-1.0,641.0
2005,Madhya Pradesh,Jabalpur,-1.0,-1.0,534.0,573.0,-1.0,758.0
2006,Madhya Pradesh,Jabalpur,-1.0,-1.0,550.0,1000.0,-1.0,947.0
2007,Madhya Pradesh,Jabalpur,-1.0,-1.0,627.0,770.0,-1.0,1123.0
2008,Madhya Pradesh,Jabalpur,-1.0,-1.0,752.0,819.0,-1.0,1177.0
2009,Madhya Pradesh,Jabalpur,-1.0,-1.0,1124.0,837.0,1341.0,1549.0
2010,Madhya Pradesh,Jabalpur,-1.0,-1.0,1212.0,1329.0,-1.0,1593.0
2011,Madhya Pradesh,Jabalpur,-1.0,-1.0,1402.0,1907.0,-1.0,1474.0
2012,Madhya Pradesh,Jabalpur,-1.0,-1.0,1205.0,850.0,-1.0,1401.0
2013,Madhya Pradesh,Jabalpur,-1.0,-1.0,1275.0,2000.0,1433.0,1644.0
2014,Madhya Pradesh,Jabalpur,-1.0,-1.0,1333.0,2750.0,1393.0,1425.0
2015,Madhya Pradesh,Jabalpur,-1.0,-1.0,1450.0,1733.0,1557.0,1525.0
2016,Madhya Pradesh,Jabalpur,-1.0,-1.0,1417.0,-1.0,1581.0,1590.0
1966,Madhya Pradesh,Balaghat,-1.0,-1.0,80.0,-1.0,-1.0,-1.0
1967,Madhya Pradesh,Balaghat,-1.0,-1.0,50.0,-1.0,-1.0,-1.0
1968,Madhya Pradesh,Balaghat,-1.0,-1.0,43.8,-1.0,-1.0,-1.0
1969,Madhya Pradesh,Balaghat,-1.0,-1.0,57.6,-1.0,-1.0,-1.0
1970,Madhya Pradesh,Balaghat,-1.0,-1.0,44.3,-1.0,-1.0,-1.0
1971,Madhya Pradesh,Balaghat,-1.0,-1.0,75.0,-1.0,-1.0,-1.0
1972,Madhya Pradesh,Balaghat,-1.0,-1.0,68.5,-1.0,-1.0,-1.0
1973,Madhya Pradesh,Balaghat,-1.0,-1.0,88.9,-1.0,-1.0,-1.0
1974,Madhya Pradesh,Balaghat,-1.0,-1.0,159.8,-1.0,-1.0,-1.0
1975,Madhya Pradesh,Balaghat,-1.0,-1.0,100.3,-1.0,-1.0,-1.0
1976,Madhya Pradesh,Balaghat,-1.0,-1.0,79.4,-1.0,79.4,-1.0
1977,Madhya Pradesh,Balaghat,-1.0,-1.0,142.5,-1.0,-1.0,-1.0
1978,Madhya Pradesh,Balaghat,-1.0,-1.0,75.0,-1.0,80.2,141.5
1979,Madhya Pradesh,Balaghat,-1.0,150.0,89.3,-1.0,-1.0,173.7
1980,Madhya Pradesh,Balaghat,-1.0,154.2,-1.0,-1.0,-1.0,193.8
1981,Madhya Pradesh,Balaghat,-1.0,125.0,113.9,-1.0,-1.0,199.3
1982,Madhya Pradesh,Balaghat,-1.0,125.0,125.0,-1.0,125.0,252.7
1983,Madhya Pradesh,Balaghat,-1.0,150.0,100.0,-1.0,-1.0,196.7
1984,Madhya Pradesh,Balaghat,-1.0,-1.0,125.0,-1.0,-1.0,202.3
1985,Madhya Pradesh,Balaghat,-1.0,-1.0,125.0,-1.0,-1.0,-1.0
1986,Madhya Pradesh,Balaghat,-1.0,-1.0,-1.0,-1.0,-1.0,233.5
1987,Madhya Pradesh,Balaghat,-1.0,-1.0,-1.0,-1.0,-1.0,252.9
1988,Madhya Pradesh,Balaghat,-1.0,-1.0,-1.0,-1.0,-1.0,277.8
1989,Madhya Pradesh,Balaghat,-1.0,150.0,-1.0,-1.0,-1.0,290.7
1990,Madhya Pradesh,Balaghat,-1.0,-1.0,-1.0,-1.0,208.0,328.0
1991,Madhya Pradesh,Balaghat,-1.0,-1.0,260.0,-1.0,-1.0,500.0
1992,Madhya Pradesh,Balaghat,-1.0,-1.0,310.0,-1.0,276.0,447.0
1993,Madhya Pradesh,Balaghat,-1.0,267.0,200.0,-1.0,263.0,446.0
1994,Madhya Pradesh,Balaghat,-1.0,-1.0,-1.0,-1.0,303.0,413.0
1995,Madhya Pradesh,Balaghat,342.0,464.0,348.0,407.0,354.0,521.0
1996,Madhya Pradesh,Balaghat,-1.0,-1.0,328.0,498.0,-1.0,681.0
1997,Madhya Pradesh,Balaghat,430.0,800.0,400.0,424.0,418.0,675.0
1998,Madhya Pradesh,Balaghat,-1.0,-1.0,750.0,-1.0,460.0,680.0
1999,Madhya Pradesh,Balaghat,-1.0,350.0,398.0,-1.0,474.0,756.0
2000,Madhya Pradesh,Balaghat,-1.0,-1.0,250.0,-1.0,446.0,747.0
2001,Madhya Pradesh,Balaghat,-1.0,-1.0,361.0,-1.0,451.0,825.0
2002,Madhya Pradesh,Balaghat,-1.0,700.0,317.0,-1.0,-1.0,675.0
2003,Madhya Pradesh,Balaghat,-1.0,-1.0,-1.0,-1.0,457.0,725.0
2004,Madhya Pradesh,Balaghat,-1.0,-1.0,500.0,574.0,-1.0,800.0
2005,Madhya Pradesh,Balaghat,-1.0,-1.0,-1.0,588.0,-1.0,850.0
2006,Madhya Pradesh,Balaghat,-1.0,-1.0,600.0,-1.0,547.0,1217.0
2007,Madhya Pradesh,Balaghat,-1.0,-1.0,-1.0,786.0,-1.0,1125.0
2008,Madhya Pradesh,Balaghat,-1.0,-1.0,-1.0,900.0,-1.0,965.0
2009,Madhya Pradesh,Balaghat,-1.0,-1.0,-1.0,1036.0,1163.0,1025.0
2010,Madhya Pradesh,Balaghat,-1.0,-1.0,-1.0,-1.0,1150.0,-1.0
2011,Madhya Pradesh,Balaghat,-1.0,-1.0,-1.0,-1.0,1243.0,-1.0
2012,Madhya Pradesh,Balaghat,-1.0,-1.0,700.0,-1.0,1175.0,-1.0
2013,Madhya Pradesh,Balaghat,-1.0,-1.0,-1.0,-1.0,1388.0,-1.0
2014,Madhya Pradesh,Balaghat,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2015,Madhya Pradesh,Balaghat,-1.0,-1.0,1750.0,-1.0,-1.0,-1.0
2016,Madhya Pradesh,Balaghat,-1.0,-1.0,1000.0,-1.0,1450.0,-1.0
1966,Madhya Pradesh,Chhindwara,-1.0,-1.0,70.7,-1.0,-1.0,-1.0
1967,Madhya Pradesh,Chhindwara,-1.0,-1.0,79.3,68.1,-1.0,92.9
1968,Madhya Pradesh,Chhindwara,-1.0,-1.0,51.1,57.5,-1.0,90.1
1969,Madhya Pradesh,Chhindwara,-1.0,-1.0,55.7,73.5,-1.0,100.7
1970,Madhya Pradesh,Chhindwara,-1.0,-1.0,57.1,73.0,-1.0,88.3
1971,Madhya Pradesh,Chhindwara,-1.0,-1.0,55.5,68.8,-1.0,92.3
1972,Madhya Pradesh,Chhindwara,-1.0,-1.0,64.1,95.1,-1.0,133.2
1973,Madhya Pradesh,Chhindwara,-1.0,-1.0,117.1,145.2,-1.0,166.0
1974,Madhya Pradesh,Chhindwara,-1.0,-1.0,159.5,158.6,-1.0,170.2
1975,Madhya Pradesh,Chhindwara,-1.0,-1.0,91.6,102.9,-1.0,116.0
1976,Madhya Pradesh,Chhindwara,-1.0,-1.0,87.8,112.1,-1.0,144.7
1977,Madhya Pradesh,Chhindwara,-1.0,-1.0,97.8,106.0,-1.0,137.8
1978,Madhya Pradesh,Chhindwara,-1.0,-1.0,97.9,110.3,-1.0,130.4
1979,Madhya Pradesh,Chhindwara,-1.0,-1.0,115.3,124.2,-1.0,163.0
1980,Madhya Pradesh,Chhindwara,-1.0,-1.0,102.4,128.4,-1.0,183.0
1981,Madhya Pradesh,Chhindwara,-1.0,-1.0,113.7,127.5,-1.0,173.7
1982,Madhya Pradesh,Chhindwara,-1.0,150.0,114.7,128.5,-1.0,207.6
1983,Madhya Pradesh,Chhindwara,-1.0,-1.0,115.5,147.6,-1.0,191.9
1984,Madhya Pradesh,Chhindwara,-1.0,-1.0,92.0,141.3,-1.0,178.6
1985,Madhya Pradesh,Chhindwara,-1.0,-1.0,123.3,146.3,-1.0,206.2
1986,Madhya Pradesh,Chhindwara,-1.0,-1.0,151.3,170.6,-1.0,213.2
1987,Madhya Pradesh,Chhindwara,-1.0,412.5,165.2,157.2,-1.0,244.6
1988,Madhya Pradesh,Chhindwara,-1.0,300.0,159.6,217.9,-1.0,301.5
1989,Madhya Pradesh,Chhindwara,-1.0,-1.0,208.3,186.2,-1.0,264.2
1990,Madhya Pradesh,Chhindwara,-1.0,-1.0,160.0,244.0,-1.0,294.0
1991,Madhya Pradesh,Chhindwara,-1.0,400.0,298.0,361.0,-1.0,493.0
1992,Madhya Pradesh,Chhindwara,-1.0,-1.0,339.0,274.0,345.0,375.0
1993,Madhya Pradesh,Chhindwara,-1.0,-1.0,250.0,270.0,349.0,425.0
1994,Madhya Pradesh,Chhindwara,-1.0,-1.0,376.0,409.0,421.0,403.0
1995,Madhya Pradesh,Chhindwara,342.0,464.0,347.0,382.0,709.0,464.0
1996,Madhya Pradesh,Chhindwara,-1.0,-1.0,435.0,435.0,-1.0,574.0
1997,Madhya Pradesh,Chhindwara,430.0,559.0,384.0,488.0,418.0,577.0
1998,Madhya Pradesh,Chhindwara,-1.0,-1.0,519.0,478.0,-1.0,569.0
1999,Madhya Pradesh,Chhindwara,-1.0,750.0,498.0,-1.0,-1.0,-1.0
2000,Madhya Pradesh,Chhindwara,-1.0,-1.0,394.0,-1.0,488.0,616.0
2001,Madhya Pradesh,Chhindwara,-1.0,-1.0,401.0,438.0,-1.0,668.0
2002,Madhya Pradesh,Chhindwara,-1.0,-1.0,507.0,418.0,-1.0,716.0
2003,Madhya Pradesh,Chhindwara,-1.0,-1.0,437.0,-1.0,-1.0,-1.0
2004,Madhya Pradesh,Chhindwara,-1.0,-1.0,-1.0,493.0,-1.0,634.0
2005,Madhya Pradesh,Chhindwara,-1.0,-1.0,624.0,570.0,-1.0,850.0
2006,Madhya Pradesh,Chhindwara,732.0,-1.0,665.0,792.0,556.0,845.0
2007,Madhya Pradesh,Chhindwara,872.0,1000.0,709.0,696.0,789.0,1139.0
2008,Madhya Pradesh,Chhindwara,870.0,1821.0,748.0,761.0,895.0,1166.0
2009,Madhya Pradesh,Chhindwara,921.0,2000.0,793.0,938.0,1250.0,1100.0
2010,Madhya Pradesh,Chhindwara,-1.0,-1.0,881.0,-1.0,-1.0,1170.0
2011,Madhya Pradesh,Chhindwara,-1.0,-1.0,870.0,-1.0,-1.0,1311.0
2012,Madhya Pradesh,Chhindwara,-1.0,-1.0,1200.0,-1.0,-1.0,-1.0
2013,Madhya Pradesh,Chhindwara,-1.0,-1.0,-1.0,1380.0,-1.0,1633.0
2014,Madhya Pradesh,Chhindwara,-1.0,-1.0,1207.0,1970.0,-1.0,1404.0
2015,Madhya Pradesh,Chhindwara,-1.0,-1.0,1242.0,1520.0,-1.0,1754.0
2016,Madhya Pradesh,Chhindwara,-1.0,-1.0,1296.0,1427.0,-1.0,1700.0
1966,Madhya Pradesh,Narsinghpur,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
1967,Madhya Pradesh,Narsinghpur,-1.0,-1.0,-1.0,59.8,-1.0,93.1
1968,Madhya Pradesh,Narsinghpur,-1.0,-1.0,-1.0,50.8,-1.0,84.1
1969,Madhya Pradesh,Narsinghpur,-1.0,-1.0,-1.0,70.3,-1.0,93.8
1970,Madhya Pradesh,Narsinghpur,-1.0,-1.0,-1.0,64.8,-1.0,83.4
1971,Madhya Pradesh,Narsinghpur,-1.0,-1.0,-1.0,72.4,-1.0,84.9
1972,Madhya Pradesh,Narsinghpur,-1.0,-1.0,-1.0,66.8,-1.0,99.3
1973,Madhya Pradesh,Narsinghpur,-1.0,-1.0,-1.0,115.9,-1.0,149.7
1974,Madhya Pradesh,Narsinghpur,-1.0,-1.0,-1.0,144.1,-1.0,170.5
1975,Madhya Pradesh,Narsinghpur,-1.0,-1.0,-1.0,91.8,-1.0,114.7
1976,Madhya Pradesh,Narsinghpur,-1.0,-1.0,-1.0,90.6,-1.0,144.9
1977,Madhya Pradesh,Narsinghpur,-1.0,-1.0,-1.0,106.7,-1.0,144.1
1978,Madhya Pradesh,Narsinghpur,-1.0,-1.0,-1.0,99.5,-1.0,135.1
1979,Madhya Pradesh,Narsinghpur,-1.0,-1.0,-1.0,113.2,-1.0,165.9
1980,Madhya Pradesh,Narsinghpur,-1.0,-1.0,-1.0,123.3,-1.0,194.3
1981,Madhya Pradesh,Narsinghpur,-1.0,-1.0,-1.0,120.7,-1.0,181.2
1982,Madhya Pradesh,Narsinghpur,-1.0,-1.0,-1.0,145.7,-1.0,211.1
1983,Madhya Pradesh,Narsinghpur,-1.0,-1.0,-1.0,137.3,-1.0,188.3
1984,Madhya Pradesh,Narsinghpur,-1.0,-1.0,-1.0,123.1,-1.0,178.9
1985,Madhya Pradesh,Narsinghpur,-1.0,-1.0,-1.0,139.9,-1.0,222.1
1986,Madhya Pradesh,Narsinghpur,-1.0,-1.0,-1.0,164.6,-1.0,195.6
1987,Madhya Pradesh,Narsinghpur,-1.0,-1.0,-1.0,139.5,-1.0,231.9
1988,Madhya Pradesh,Narsinghpur,-1.0,-1.0,-1.0,227.2,-1.0,281.5
1989,Madhya Pradesh,Narsinghpur,-1.0,-1.0,-1.0,187.5,-1.0,274.9
1990,Madhya Pradesh,Narsinghpur,-1.0,-1.0,-1.0,285.0,-1.0,312.0
1991,Madhya Pradesh,Narsinghpur,-1.0,-1.0,-1.0,355.0,228.0,408.0
1992,Madhya Pradesh,Narsinghpur,-1.0,-1.0,-1.0,297.0,347.0,356.0
1993,Madhya Pradesh,Narsinghpur,-1.0,-1.0,-1.0,355.0,359.0,451.0
1994,Madhya Pradesh,Narsinghpur,-1.0,-1.0,-1.0,470.0,405.0,-1.0
1995,Madhya Pradesh,Narsinghpur,342.0,464.0,303.0,531.0,646.0,462.0
1996,Madhya Pradesh,Narsinghpur,-1.0,-1.0,463.0,570.0,-1.0,536.0
1997,Madhya Pradesh,Narsinghpur,430.0,559.0,407.0,481.0,418.0,529.0
1998,Madhya Pradesh,Narsinghpur,-1.0,-1.0,-1.0,487.0,-1.0,611.0
1999,Madhya Pradesh,Narsinghpur,-1.0,-1.0,-1.0,584.0,-1.0,606.0
2000,Madhya Pradesh,Narsinghpur,-1.0,-1.0,-1.0,589.0,-1.0,591.0
2001,Madhya Pradesh,Narsinghpur,-1.0,-1.0,-1.0,527.0,-1.0,665.0
2002,Madhya Pradesh,Narsinghpur,-1.0,-1.0,-1.0,483.0,-1.0,659.0
2003,Madhya Pradesh,Narsinghpur,-1.0,-1.0,-1.0,550.0,-1.0,658.0
2004,Madhya Pradesh,Narsinghpur,-1.0,-1.0,-1.0,507.0,-1.0,670.0
2005,Madhya Pradesh,Narsinghpur,-1.0,-1.0,-1.0,621.0,-1.0,814.0
2006,Madhya Pradesh,Narsinghpur,-1.0,-1.0,-1.0,856.0,-1.0,919.0
2007,Madhya Pradesh,Narsinghpur,-1.0,-1.0,-1.0,924.0,-1.0,1100.0
2008,Madhya Pradesh,Narsinghpur,-1.0,-1.0,-1.0,700.0,-1.0,998.0
2009,Madhya Pradesh,Narsinghpur,-1.0,-1.0,-1.0,981.0,-1.0,1183.0
2010,Madhya Pradesh,Narsinghpur,-1.0,-1.0,-1.0,1028.0,-1.0,1221.0
2011,Madhya Pradesh,Narsinghpur,-1.0,-1.0,-1.0,1000.0,-1.0,1317.0
2012,Madhya Pradesh,Narsinghpur,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2014,Madhya Pradesh,Narsinghpur,-1.0,-1.0,-1.0,2750.0,-1.0,1433.0
2015,Madhya Pradesh,Narsinghpur,-1.0,-1.0,-1.0,2250.0,-1.0,-1.0
2016,Madhya Pradesh,Narsinghpur,-1.0,-1.0,-1.0,2582.0,-1.0,1475.0
1966,Madhya Pradesh,Seoni / Shivani,-1.0,-1.0,55.2,-1.0,-1.0,-1.0
1967,Madhya Pradesh,Seoni / Shivani,-1.0,-1.0,63.7,-1.0,-1.0,85.8
1968,Madhya Pradesh,Seoni / Shivani,-1.0,-1.0,55.4,-1.0,-1.0,80.1
1969,Madhya Pradesh,Seoni / Shivani,-1.0,-1.0,58.0,-1.0,-1.0,91.8
1970,Madhya Pradesh,Seoni / Shivani,-1.0,-1.0,50.8,-1.0,-1.0,85.7
1971,Madhya Pradesh,Seoni / Shivani,-1.0,-1.0,59.9,-1.0,-1.0,88.9
1972,Madhya Pradesh,Seoni / Shivani,-1.0,-1.0,73.1,-1.0,-1.0,86.0
1973,Madhya Pradesh,Seoni / Shivani,-1.0,-1.0,-1.0,-1.0,-1.0,154.0
1974,Madhya Pradesh,Seoni / Shivani,-1.0,-1.0,-1.0,-1.0,-1.0,159.1
1975,Madhya Pradesh,Seoni / Shivani,-1.0,-1.0,82.5,-1.0,-1.0,103.9
1976,Madhya Pradesh,Seoni / Shivani,-1.0,-1.0,79.0,-1.0,80.0,145.7
1977,Madhya Pradesh,Seoni / Shivani,-1.0,-1.0,-1.0,-1.0,79.0,134.3
1978,Madhya Pradesh,Seoni / Shivani,-1.0,-1.0,106.3,111.0,82.3,121.6
1979,Madhya Pradesh,Seoni / Shivani,-1.0,-1.0,138.1,125.3,103.0,155.9
1980,Madhya Pradesh,Seoni / Shivani,-1.0,-1.0,114.3,126.1,99.0,173.2
1981,Madhya Pradesh,Seoni / Shivani,-1.0,-1.0,124.9,131.7,194.0,178.0
1982,Madhya Pradesh,Seoni / Shivani,-1.0,-1.0,127.9,148.6,123.0,225.2
1983,Madhya Pradesh,Seoni / Shivani,-1.0,-1.0,125.7,117.6,-1.0,184.8
1984,Madhya Pradesh,Seoni / Shivani,-1.0,-1.0,112.7,146.6,-1.0,181.7
1985,Madhya Pradesh,Seoni / Shivani,-1.0,-1.0,135.2,170.1,-1.0,203.0
1986,Madhya Pradesh,Seoni / Shivani,-1.0,-1.0,151.3,196.8,-1.0,196.7
1987,Madhya Pradesh,Seoni / Shivani,-1.0,-1.0,175.1,146.0,-1.0,239.7
1988,Madhya Pradesh,Seoni / Shivani,-1.0,-1.0,165.5,200.1,-1.0,306.7
1989,Madhya Pradesh,Seoni / Shivani,-1.0,-1.0,168.7,179.5,182.7,283.4
1990,Madhya Pradesh,Seoni / Shivani,-1.0,-1.0,194.0,230.0,200.0,290.0
1991,Madhya Pradesh,Seoni / Shivani,-1.0,-1.0,-1.0,364.0,-1.0,448.0
1992,Madhya Pradesh,Seoni / Shivani,-1.0,-1.0,329.0,253.0,305.0,399.0
1993,Madhya Pradesh,Seoni / Shivani,-1.0,-1.0,253.0,273.0,298.0,416.0
1994,Madhya Pradesh,Seoni / Shivani,-1.0,-1.0,383.0,587.0,335.0,402.0
1995,Madhya Pradesh,Seoni / Shivani,342.0,464.0,355.0,422.0,500.0,475.0
1996,Madhya Pradesh,Seoni / Shivani,-1.0,-1.0,377.0,407.0,-1.0,573.0
1997,Madhya Pradesh,Seoni / Shivani,430.0,559.0,346.0,422.0,418.0,516.0
1998,Madhya Pradesh,Seoni / Shivani,-1.0,-1.0,385.0,491.0,443.0,590.0
1999,Madhya Pradesh,Seoni / Shivani,-1.0,-1.0,475.0,524.0,474.0,636.0
2000,Madhya Pradesh,Seoni / Shivani,-1.0,-1.0,404.0,502.0,503.0,605.0
2001,Madhya Pradesh,Seoni / Shivani,-1.0,-1.0,412.0,395.0,-1.0,661.0
2002,Madhya Pradesh,Seoni / Shivani,-1.0,-1.0,477.0,428.0,-1.0,611.0
2003,Madhya Pradesh,Seoni / Shivani,-1.0,-1.0,466.0,444.0,-1.0,601.0
2004,Madhya Pradesh,Seoni / Shivani,-1.0,-1.0,456.0,434.0,-1.0,632.0
2005,Madhya Pradesh,Seoni / Shivani,-1.0,-1.0,548.0,620.0,-1.0,713.0
2006,Madhya Pradesh,Seoni / Shivani,-1.0,-1.0,626.0,700.0,-1.0,900.0
2007,Madhya Pradesh,Seoni / Shivani,-1.0,-1.0,514.0,900.0,-1.0,1094.0
2008,Madhya Pradesh,Seoni / Shivani,-1.0,-1.0,635.0,900.0,-1.0,1125.0
2009,Madhya Pradesh,Seoni / Shivani,-1.0,-1.0,805.0,1036.0,1389.0,1170.0
2010,Madhya Pradesh,Seoni / Shivani,-1.0,-1.0,1000.0,-1.0,1000.0,1200.0
2011,Madhya Pradesh,Seoni / Shivani,-1.0,-1.0,1100.0,-1.0,1650.0,1100.0
2012,Madhya Pradesh,Seoni / Shivani,-1.0,-1.0,1122.0,-1.0,1350.0,1483.0
2013,Madhya Pradesh,Seoni / Shivani,-1.0,-1.0,1411.0,-1.0,1609.0,1631.0
2014,Madhya Pradesh,Seoni / Shivani,-1.0,-1.0,1097.0,2558.0,1175.0,1600.0
2015,Madhya Pradesh,Seoni / Shivani,-1.0,-1.0,1274.0,-1.0,-1.0,-1.0
2016,Madhya Pradesh,Seoni / Shivani,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
1966,Madhya Pradesh,Mandla,-1.0,-1.0,57.9,-1.0,-1.0,-1.0
1967,Madhya Pradesh,Mandla,-1.0,-1.0,56.4,-1.0,-1.0,83.2
1968,Madhya Pradesh,Mandla,-1.0,-1.0,57.6,-1.0,-1.0,79.2
1969,Madhya Pradesh,Mandla,-1.0,-1.0,69.9,-1.0,-1.0,84.7
1970,Madhya Pradesh,Mandla,-1.0,-1.0,38.5,-1.0,-1.0,74.1
1971,Madhya Pradesh,Mandla,-1.0,-1.0,44.6,-1.0,-1.0,82.4
1972,Madhya Pradesh,Mandla,-1.0,-1.0,53.0,-1.0,-1.0,96.1
1973,Madhya Pradesh,Mandla,-1.0,-1.0,75.7,-1.0,-1.0,141.7
1974,Madhya Pradesh,Mandla,-1.0,-1.0,132.0,-1.0,-1.0,162.3
1975,Madhya Pradesh,Mandla,-1.0,-1.0,87.4,-1.0,-1.0,108.1
1976,Madhya Pradesh,Mandla,-1.0,-1.0,66.4,-1.0,80.0,134.5
1977,Madhya Pradesh,Mandla,-1.0,-1.0,105.9,-1.0,75.4,115.5
1978,Madhya Pradesh,Mandla,-1.0,-1.0,87.6,-1.0,79.6,107.8
1979,Madhya Pradesh,Mandla,-1.0,-1.0,114.6,-1.0,95.4,162.9
1980,Madhya Pradesh,Mandla,-1.0,-1.0,126.3,-1.0,93.2,160.3
1981,Madhya Pradesh,Mandla,-1.0,-1.0,110.3,-1.0,113.1,150.5
1982,Madhya Pradesh,Mandla,-1.0,-1.0,125.2,-1.0,119.7,204.3
1983,Madhya Pradesh,Mandla,-1.0,-1.0,108.7,-1.0,-1.0,160.9
1984,Madhya Pradesh,Mandla,-1.0,-1.0,109.2,-1.0,-1.0,163.0
1985,Madhya Pradesh,Mandla,-1.0,-1.0,120.4,-1.0,-1.0,181.5
1986,Madhya Pradesh,Mandla,-1.0,-1.0,146.4,-1.0,-1.0,176.5
1987,Madhya Pradesh,Mandla,-1.0,-1.0,141.5,-1.0,-1.0,205.3
1988,Madhya Pradesh,Mandla,-1.0,-1.0,153.1,-1.0,-1.0,253.8
1989,Madhya Pradesh,Mandla,-1.0,-1.0,158.8,-1.0,-1.0,225.5
1990,Madhya Pradesh,Mandla,-1.0,-1.0,176.0,-1.0,197.0,285.0
1991,Madhya Pradesh,Mandla,-1.0,-1.0,253.0,-1.0,219.0,359.0
1992,Madhya Pradesh,Mandla,-1.0,-1.0,251.0,-1.0,376.0,363.0
1993,Madhya Pradesh,Mandla,-1.0,-1.0,235.0,-1.0,281.0,407.0
1994,Madhya Pradesh,Mandla,-1.0,-1.0,331.0,-1.0,339.0,398.0
1995,Madhya Pradesh,Mandla,342.0,464.0,321.0,407.0,510.0,418.0
1996,Madhya Pradesh,Mandla,-1.0,-1.0,420.0,498.0,-1.0,527.0
1997,Madhya Pradesh,Mandla,430.0,559.0,372.0,424.0,418.0,629.0
